상품명,brand,전성분
포어 슈링커 바쿠치올 레티놀 토너 200ml,마몽드,"정제수, 글리세린, 부틸렌글라이콜, 베타인, 글리세릴폴리메타크릴레이트, 1,2-헥산다이올, 다이메티콘, 피피지-13-데실테트라데세스-24, 에탄올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 하이드로제네이티드레시틴, 트로메타민, 에틸헥실글리세린, 아데노신, 돌콩오일, 소듐메타포스페이트, 덱스트린, 잇꽃꽃추출물, 바쿠치올(100ppm）, 소듐메틸스테아로일타우레이트, 하이드롤라이즈드익스텐신, 소듐하이알루로네이트, 호호바씨오일, 폴리글리세릴-10라우레이트, 레티놀(30ppm）, 하이드롤라이즈드식물성단백질, 카카오추출물, 3-O-에틸아스코빅애씨드, 토코페롤"
플로라 글로우 로즈 스무딩 크림 50ml,마몽드,"정제수, 프로판다이올, 글리세린, 해바라기씨오일, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드, 코코넛야자오일, 메틸트라이메티콘, 호호바씨오일, 1,2-헥산다이올, 글리세릴스테아레이트, 세테아릴알코올, 코코-카프릴레이트/카프레이트, 부틸렌글라이콜, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 티타늄디옥사이드 (CI 77891), 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 포타슘세틸포스페이트, 트로메타민, 에틸헥실글리세린, 글리세릴카프릴레이트, 소듐메타포스페이트, 다마스크장미꽃추출물(320 ppm), 솔비탄아이소스테아레이트, 소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드식물성단백질(100 ppm), 글루코노락톤, 시트로넬올, 프로필렌글라이콜, 토코페롤, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트"
포어 슈링커 바쿠치올 크림 60ml,마몽드,"정제수, 부틸렌글라이콜, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 메틸트라이메티콘, 세테아릴알코올, 데실코코에이트, 글리세릴스테아레이트시트레이트, 펜타에리스리틸테트라에틸헥사노에이트, 1,2-헥산다이올, 판테놀, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 벤토나이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 바쿠치올, 해바라기씨오일, 글리세릴카프릴레이트, 돌콩오일, 말토덱스트린, 에틸헥실글리세린, 다이소듐이디티에이, 당근추출물, 아데노신, 소듐하이알루로네이트, 레티놀, 하이드롤라이즈드식물성단백질, 사포닌, 수크로오스, 황해쑥잎오일, 베타-카로틴, 하이드롤라이즈드호밀피토플라센타추출물, 토코페롤, 풀루란, 제인, 인돌아세틱애씨드, 펙틴, 시트릭애씨드"
포어 슈링커 바쿠치올 세럼 50ml,마몽드,"정제수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 1,2-헥산다이올, 베타인, 베헤닐알코올, 젤란검,소듐클로라이드, 잔탄검, 락토바실러스발효용해물, 시트릭애씨드, 돌콩오일, 마그네슘설페이트, 소듐메타포스페이트, 에틸헥실글리세린, 아데노신, 소듐시트레이트, 레티놀, 바쿠치올(100 ppm), 하이드롤라이즈드익스텐신, 소듐하이알루로네이트, 호호바씨오일,황해쑥잎오일, 폴리글리세릴-10라우레이트,하이드롤라이즈드식물성단백질, 하이드로제네이티드레시틴, 토코페롤"
어메이징 딥 민트차콜릿 클렌징밤 90ml,마몽드,"솔베스-30테트라올리에이트, 아이소프로필팔미테이트, 에틸헥실팔미테이트, 카올린, 합성왁스, 해바라기씨오일, 트라이에틸헥사노인, 실리카다이메틸실릴레이트, C9-12알케인, 셀룰로오스, 숯가루(10,000ppm), 향료, 정제수, 코코-카프릴레이트/카프레이트, 살리실릭애씨드, 프로판다이올, 에탄올, 1,2-헥산다이올, 약모밀추출물, 비니거(10ppm), 에틸헥실글리세린, 병풀꽃/잎/줄기추출물, 시트릭애씨드, 글루코노락톤"
에이지 컨트롤 카멜리아 2종 세트,마몽드,"[에센스워터] 정제수, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 베타인, 트레할로오스, 글리세릴폴리메타크릴레이트, 피피지-13-데실테트라데세스-24, 프로판다이올, 에틸헥실글리세린, 셀룰로오스검, 카르노신(700ppm), 향료, 아데노신, 다이소듐이디티에이, 엑토인, 동백나무꽃추출물(98ppm), 베타-글루칸, 하이드롤라이즈드식물성단백질, 덱스트린, 카카오추출물, 잔탄검, 동백나무씨오일(10ppm), 글루타티온(10ppm), 콩폴리펩타이드, 토코페롤, 카퍼트라이펩타이드-1 / [에멀젼] 정제수, 부틸렌글라이콜, 세틸에틸헥사노에이트, 글리세린, 메틸트라이메티콘, 하이드로제네이티드폴리(C6-14올레핀), C14-22알코올, 1,2-헥산다이올, 폴리글리세릴-3다이스테아레이트, 글리세릴스테아레이트, 세테아릴알코올, 하이드로제네이티드식물성오일, C12-20알킬글루코사이드, 팔미틱애씨드, 동백나무씨오일(2000ppm), 스테아릭애씨드, 카보머, 향료, 트로메타민, 글리세릴카프릴레이트, 베타인, 카르노신(700ppm), 에틸헥실글리세린, 소듐메타포스페이트, 아데노신, 글리세릴스테아레이트시트레이트, 엑토인, 동백나무꽃추출물(98ppm), 덱스트린, 카카오추출물, 하이드롤라이즈드식물성단백질, 레시틴, 잔탄검, 아마씨추출물, 글루타티온(10ppm), 콩폴리펩타이드, 토코페롤, 카퍼트라이펩타이드-1, 연꽃추출물, 다이소듐이디티에이, 매실추출물, 시트릭애씨드, 락틱애씨드 / [크림] 정제수, 부틸렌글라이콜, 글리세린, 세틸에틸헥사노에이트, 하이드로제네이티드폴리아이소부텐, 1,2-헥산다이올, 세테아릴알코올, 메틸트라이메티콘, C14-22알코올, 시어버터, 스테아릭애씨드, 글리세릴폴리메타크릴레이트, 글리세릴스테아레이트, 팔미틱애씨드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 암모늄아크릴로일다이메틸타우레이트/베헤네스-25메타크라일레이트크로스폴리머, 아라키딜알코올, C12-20알킬글루코사이드, 동백나무씨오일(2000ppm), 소듐스테아로일글루타메이트, 향료, 스쿠알란, 베헤닐알코올, 글리세릴카프릴레이트, 아라키딜글루코사이드, 베타인, 카르노신(700ppm), 에틸헥실글리세린, 다이소듐이디티에이, 아데노신, 솔비탄아이소스테아레이트, 폴리솔베이트60, 하이드롤라이즈드식물성단백질, 엑토인, 동백나무꽃추출물(98ppm), 잔탄검, 덱스트린, 카카오추출물, 글루코오스, 글루타티온(10ppm), 콩폴리펩타이드, 카퍼트라이펩타이드-1, 토코페롤"
어메이징 딥 민트차콜릿 팩클렌저 135g,마몽드,"정제수, 카올린, 글리세린, 소듐코코일이세티오네이트, 라우릴하이드록시설테인, 벤토나이트, 라우릴베타인, 소듐메틸코코일타우레이트, 티타늄디옥사이드 (CI 77891), 하이드레이티드실리카, 트라이하이드록시스테아린, 소듐클로라이드, 카프릴릴/카프릴글루코사이드, 1,2-헥산다이올, 글라이콜다이스테아레이트, 숯가루(3163ppm), 셀룰로오스, 만니톨, 향료, 마이크로크리스탈린셀룰로오스, 카프릴릴글라이콜, 크로뮴옥사이드그린, 세테아릴올리베이트, 에틸헥실글리세린, 라우릭애씨드, 소듐메타포스페이트, 글리세릴카프릴레이트, 솔비탄올리베이트, 시트릭애씨드, 하이드록시프로필스타치포스페이트, 옥수수전분, 프로판다이올, 리모넨, 에탄올, 살리실릭애씨드, 글루코노락톤, 하이드로제네이티드레시틴, 흑색산화철, 약모밀추출물, 비니거(10ppm), 병풀꽃/잎/줄기추출물"
플로라 글로우 로즈 틴티드 선세럼 35ml,마몽드,"정제수, 티타늄디옥사이드, 메틸트라이메티콘, 부틸렌글라이콜, 에칠헥실살리실레이트, 부틸옥틸살리실레이트, 페닐트라이메티콘, 다이아이소프로필세바케이트, 다이페닐다이메티콘, 트라이메틸실록시실리케이트, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 글리세린, 다이메티콘, 나이아신아마이드, 티타늄디옥사이드 (CI 77891), 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 1,2-헥산다이올, 변성알코올, 향료, 알루미나, 다이스테아다이모늄헥토라이트, 소듐클로라이드, 알루미늄하이드록사이드, 폴리메틸메타크릴레이트, 스테아릭애씨드, 폴리하이드록시스테아릭애씨드, 다이아이소스테아릴말레이트, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 카프릴릴글라이콜, 레시틴, 황색산화철, 프로판다이올, 시메티콘, 에틸헥실글리세린, 글리세릴카프릴레이트, 에틸헥실팔미테이트, 아이소스테아릭애씨드, 아이소프로필미리스테이트, 시트로넬올, 폴리글리세릴-3폴리리시놀리에이트, 아데노신, 트라이에톡시카프릴릴실레인, 적색산화철, 제라니올, 실리카, 자일리톨, 알지닌, 하이드롤라이즈드식물성단백질(100 ppm), 유제놀, 시트랄, 틴옥사이드, 다마스크장미꽃추출물(20 ppm), 소듐하이알루로네이트, 하이알루로닉애씨드, 토코페롤, 프로필렌글라이콜, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트"
좋아요,마몽드,"[포어 슈링커 바쿠치올 패드] 정제수, 메틸프로판다이올, 1,2-헥산다이올, 폴리글리세릴-10라우레이트, 부틸렌글라이콜, 버지니아풍년화수, 살비아잎추출물, 글리세레스-26, 시트릭애씨드, 레몬밤잎추출물, 버독뿌리추출물, 겨우살이잎추출물, 트레할로오스, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 베타인, 알란토인, 에틸헥실글리세린, 글리세릴카프릴레이트, 서양고추나물추출물, 비누풀뿌리추출물, 글리세린, 소듐파이테이트, 돌콩오일, 바쿠치올, 카프릴릭/카프릭트라이글리세라이드, 피토스테릴/옥틸도데실라우로일글루타메이트, 소듐다이라우미도글루타미드라이신, 하이드로제네이티드레시틴, 황해쑥잎오일, 레티놀, 소듐하이알루로네이트, 소듐시트레이트, 하이드롤라이즈드식물성단백질, 칡뿌리추출물, 당느릅나무뿌리추출물, 달맞이꽃추출물, 대왕송잎추출물, 세라마이드엔피 [포어 슈링커 바쿠치올 크림] 정제수, 부틸렌글라이콜, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 메틸트라이메티콘, 세테아릴알코올, 데실코코에이트, 글리세릴스테아레이트시트레이트, 펜타에리스리틸테트라에틸헥사노에이트, 1,2-헥산다이올, 판테놀, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 벤토나이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 바쿠치올, 해바라기씨오일, 글리세릴카프릴레이트, 돌콩오일, 말토덱스트린, 에틸헥실글리세린, 다이소듐이디티에이, 당근추출물, 아데노신, 소듐하이알루로네이트, 레티놀, 하이드롤라이즈드식물성단백질, 사포닌, 수크로오스, 황해쑥잎오일, 베타-카로틴, 하이드롤라이즈드호밀피토플라센타추출물, 토코페롤, 풀루란, 제인, 인돌아세틱애씨드, 펙틴, 시트릭애씨드"
좋아요,마몽드,"정제수, 티타늄디옥사이드, 메틸트라이메티콘, 부틸렌글라이콜, 에칠헥실살리실레이트, 부틸옥틸살리실레이트, 페닐트라이메티콘, 다이아이소프로필세바케이트, 다이페닐다이메티콘, 트라이메틸실록시실리케이트, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 글리세린, 다이메티콘, 나이아신아마이드, 티타늄디옥사이드 (CI 77891), 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 1,2-헥산다이올, 변성알코올, 향료, 알루미나, 다이스테아다이모늄헥토라이트, 소듐클로라이드, 알루미늄하이드록사이드, 폴리메틸메타크릴레이트, 스테아릭애씨드, 폴리하이드록시스테아릭애씨드, 다이아이소스테아릴말레이트, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 카프릴릴글라이콜, 레시틴, 황색산화철, 프로판다이올, 시메티콘, 에틸헥실글리세린, 글리세릴카프릴레이트, 에틸헥실팔미테이트, 아이소스테아릭애씨드, 아이소프로필미리스테이트, 시트로넬올, 폴리글리세릴-3폴리리시놀리에이트, 아데노신, 트라이에톡시카프릴릴실레인, 적색산화철, 제라니올, 실리카, 자일리톨, 알지닌, 하이드롤라이즈드식물성단백질(100 ppm), 유제놀, 시트랄, 틴옥사이드, 다마스크장미꽃추출물(20 ppm), 소듐하이알루로네이트, 하이알루로닉애씨드, 토코페롤, 프로필렌글라이콜, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트"
플로라글로우 로즈 볼마스크 3.5ml,마몽드,"정제수, 글루코노락톤, 글리세린, 프로판다이올, 판테놀, 다이프로필렌글라이콜, 부틸렌글라이콜, 베타인, 포타슘하이드록사이드, 1,2-헥산다이올, 트로메타민, 피피지-13-데실테트라데세스-24, 폴리솔베이트80, 에틸헥실글리세린, 나이아신아마이드, 향료, 소듐메타포스페이트, 맥아추출물, 시트로넬올, 클로렐라 프로토테코이데스추출물, 제라니올, 다마스크장미꽃추출물(20 ppm), 하이알루로닉애씨드, 하이드롤라이즈드식물성단백질(6.5 ppm), 하이드롤라이즈드익스텐신, 호호바씨오일, 하이드롤라이즈드디엔에이, 폴리글리세릴-10라우레이트, 소듐하이알루로네이트, 하이드로제네이티드레시틴, 토코페롤, 하이드롤라이즈드하이알루로닉애씨드, 카프릴릴글라이콜, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트"
