persona_id,rank,product_index,similarity,brand
persona_7,26,431,0.9109389781951904,아모레베이직
persona_7,27,1236,0.9109389781951904,퍼즐우드
persona_7,28,438,0.9109389781951904,아모레베이직
persona_7,29,1234,0.9109389781951904,퍼즐우드
persona_7,30,1237,0.9109389781951904,퍼즐우드
persona_7,31,1240,0.9109389781951904,퍼즐우드
persona_7,32,1241,0.9104165434837341,퍼즐우드
persona_7,33,1269,0.9104165434837341,퍼즐우드
persona_7,34,1272,0.9104165434837341,퍼즐우드
persona_7,35,1296,0.9104165434837341,퍼즐우드
persona_7,36,1295,0.9104165434837341,퍼즐우드
persona_7,37,1291,0.9104165434837341,퍼즐우드
persona_7,38,1275,0.9104165434837341,퍼즐우드
persona_7,39,1289,0.9104165434837341,퍼즐우드
persona_7,40,1276,0.9104165434837341,퍼즐우드
persona_7,41,1288,0.9104165434837341,퍼즐우드
persona_7,42,1277,0.9104165434837341,퍼즐우드
persona_7,43,1284,0.9104165434837341,퍼즐우드
persona_7,44,1278,0.9104165434837341,퍼즐우드
persona_7,45,1281,0.9104165434837341,퍼즐우드
persona_7,46,1290,0.9104165434837341,퍼즐우드
persona_7,47,1265,0.9104165434837341,퍼즐우드
persona_7,48,1268,0.9104165434837341,퍼즐우드
persona_7,49,1263,0.9104165434837341,퍼즐우드
persona_7,50,1242,0.9104165434837341,퍼즐우드
persona_8,1,433,0.9126099348068237,아모레베이직
persona_8,2,1254,0.9126099348068237,퍼즐우드
persona_8,3,551,0.9126099348068237,온호프
persona_8,4,442,0.9126099348068237,아모레베이직
persona_8,5,888,0.9126099348068237,에이피뷰티
persona_8,6,1271,0.9126099348068237,퍼즐우드
persona_8,7,441,0.9126099348068237,아모레베이직
persona_8,8,437,0.9126099348068237,아모레베이직
persona_8,9,436,0.9126099348068237,아모레베이직
persona_8,10,1235,0.9126099348068237,퍼즐우드
persona_8,11,430,0.9119316339492798,아모레베이직
persona_8,12,1292,0.9119316339492798,퍼즐우드
persona_8,13,871,0.9114470481872559,에이피뷰티
persona_8,14,879,0.9114470481872559,에이피뷰티
persona_8,15,1270,0.9109389781951904,퍼즐우드
persona_8,16,1256,0.9109389781951904,퍼즐우드
persona_8,17,1294,0.9109389781951904,퍼즐우드
persona_8,18,1287,0.9109389781951904,퍼즐우드
persona_8,19,1286,0.9109389781951904,퍼즐우드
persona_8,20,1285,0.9109389781951904,퍼즐우드
persona_8,21,1283,0.9109389781951904,퍼즐우드
persona_8,22,1282,0.9109389781951904,퍼즐우드
persona_8,23,1293,0.9109389781951904,퍼즐우드
persona_8,24,1251,0.9109389781951904,퍼즐우드
persona_8,25,1279,0.9109389781951904,퍼즐우드
persona_8,26,431,0.9109389781951904,아모레베이직
persona_8,27,1236,0.9109389781951904,퍼즐우드
persona_8,28,438,0.9109389781951904,아모레베이직
persona_8,29,1234,0.9109389781951904,퍼즐우드
persona_8,30,1237,0.9109389781951904,퍼즐우드
persona_8,31,1240,0.9109389781951904,퍼즐우드
persona_8,32,1241,0.9104165434837341,퍼즐우드
persona_8,33,1269,0.9104165434837341,퍼즐우드
persona_8,34,1272,0.9104165434837341,퍼즐우드
persona_8,35,1296,0.9104165434837341,퍼즐우드
persona_8,36,1295,0.9104165434837341,퍼즐우드
persona_8,37,1291,0.9104165434837341,퍼즐우드
persona_8,38,1275,0.9104165434837341,퍼즐우드
persona_8,39,1289,0.9104165434837341,퍼즐우드
persona_8,40,1276,0.9104165434837341,퍼즐우드
persona_8,41,1288,0.9104165434837341,퍼즐우드
persona_8,42,1277,0.9104165434837341,퍼즐우드
persona_8,43,1284,0.9104165434837341,퍼즐우드
persona_8,44,1278,0.9104165434837341,퍼즐우드
persona_8,45,1281,0.9104165434837341,퍼즐우드
persona_8,46,1290,0.9104165434837341,퍼즐우드
persona_8,47,1265,0.9104165434837341,퍼즐우드
persona_8,48,1268,0.9104165434837341,퍼즐우드
persona_8,49,1263,0.9104165434837341,퍼즐우드
persona_8,50,1242,0.9104165434837341,퍼즐우드
