ingredient_id,ingredient_name
473,녹차추출물 캡슐기제 - 젤라틴
474,녹차추출물 캡슐기제- 젤라틴
475,녹차추출물(0.02ppm)
476,녹차추출물(0.2 ppm)
477,녹차추출물(0.5 ppm)
478,녹차추출물(121 ppm)
479,녹차추출물(172ppm)
480,녹차추출물(191 ppm)
481,녹차추출물(31ppm)
482,녹차추출물(366 ppm)*
483,녹차추출물(8 ppm)
484,녹차추출물(인도산)
485,녹차추출물(카페인 함유)
486,녹차추출물*
487,녹차추출물분말(인도산)
488,녹차추출액
489,농축우유단백분말(오스트리아산)
490,니코틴산아미드
491,니코틴아마이드모노뉴클레오타이드
492,다니스코VB7종혼합유산 균(말토덱스트린
493,다마스크장미 꽃오일
494,다마스크장미꽃수
495,다마스크장미꽃수(90%)
496,다마스크장미꽃오일
497,다마스크장미꽃추출물
498,다마스크장미꽃추출물 [홀리추얼 시그니처 센티드 핸드크림] 정제수
499,다마스크장미꽃추출물(120 ppm)
500,다마스크장미꽃추출물(2 ppm)
501,다마스크장미꽃추출물(20 ppm)
502,다마스크장미꽃추출물(320 ppm)
503,다시마추출물
504,다이-C12-13알킬말레이트
505,다이글리세린
506,다이머다이리놀레일다이머다이리놀리에이트
507,다이메 티콘올
508,다이메티콘
509,다이메티콘 #모브 그레이 마이카
510,다이메티콘 #쉬어 핑크 마이카
511,다이메티콘 #썸 시크 마이카
512,다이메티콘/비닐다이메 티콘크로스폴리머
513,다이메티콘/비닐다이메티콘크 로스폴리머
514,다이메티콘/비닐다이메티콘크로스폴리머
515,다이메티콘/폴리글리세린-3크로스폴리머
516,다이메티콘/피이지-10/15크로스폴리머
517,다이메티콘올
518,다이메티콘크로스폴리머
519,다이메틸실란올하이알루로네이트
520,다이메틸아이소소바이드
521,다이메틸에터
522,다이부틸라우로일글루타마이드
523,다이부틸아디페이트
524,다이부틸에틸헥사노일글루타마이드
525,다이소듐 이디티에이
526,다이소듐라우레스설포석시네이트
527,다이소듐라우릴 설포석시네이트
528,다이소듐라우릴설포석시 네이트
529,다이소듐라우릴설포석시네이트
530,다이소듐스테아로 일글루타메이트
531,다이소듐스테아로일글루타메이트
532,다이소듐이디 티에이
533,다이소듐이디티 에이
534,다이소듐이디티에이
535,다이소듐이디티에이 / [뽀오얀 클렌징 폼] 정제수
536,다이소듐이디티에이 / 제2제 : 정제수
537,다이소듐이디티에이*
538,다이소듐코코암포다이아세테이트
